Correlation,MSE,MaxE,MaxEMean,MaxERaw,MinE,MinEMean,MinERaw,Mue,Mup,Neuron,Pval,PvalMSE,Session,Sige,Sigp
0.059125132757227986,0.019811022451331303,13.0,13.0,13.0,-13.0,-13.0,-13.0,0.6349192428914413,215.32664340506813,145,1.0,1.0,dFF_tetO_9_07272021_T10processedOutput,3.117485640207501,25.54633607787568
0.21216300546143868,0.0122031107858826,,,,,,,-14.999999999999998,349.99999999999994,70,4.561784139184153e-47,1.1922653719753922e-47,dFF_tetO_8_07282021_T10processedOutput,15.535818898201414,42.889106016944645
0.28956138853563096,0.018924131990049622,13.0,13.0,13.0,-15.0,-15.0,-15.0,-7.112899961134098,272.48334386773286,128,3.2220060774739795e-55,3.502334705222036e-56,dFF_tetO_8_08052021_T11processedOutput,9.11384282143219,50.04856036901963
0.11351024224222236,0.02630037898629762,15.0,15.0,15.0,-13.0,-13.0,-13.0,6.4021484189745514,291.48598332381755,119,3.445403725034637e-25,1.5470209170766333e-25,dFF_tetO_7_08052021_T10processedOutput,9.380969714653272,11.69671222101878
0.463228703725363,0.015581058049442945,13.0,11.0,14.0,-15.0,-14.0,-15.0,-9.533921586394325,170.47654251476976,139,1.1002807471382302e-63,2.017642047978876e-64,dFF_tetO_8_08052021_T11processedOutput,14.353139486870722,64.05868957113667
0.24220770967653715,0.020158829556783896,13.0,,13.0,-12.0,,-12.0,-2.968788313142679,305.7561927971008,53,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,25.14066287074631,102.8467975352881
0.0749310005565905,0.024425600332391904,,,,,,,-14.999999999999996,349.99999999999994,51,0.2707108491194238,0.34512403256181234,dFF_tetO_7_08052021_T10processedOutput,17.25035913337653,24.519615840766836
0.07433086233068577,0.01873419885999568,0.0,,0.0,0.0,,0.0,-0.007121057995558313,-39.403728459365865,2,2.193993673526971e-47,2.1919394032195847e-47,dFF_tetO_7_08052021_T10processedOutput,0.1518914784066357,12.937736796396994
0.2195861168131919,0.020780059922325605,0.0,0.0,0.0,0.0,0.0,0.0,-0.8770804164566893,-26.712465607533456,120,1.0,1.0,dFF_tetO_8_08052021_T11processedOutput,0.9970290354397245,21.23807074146352
0.2678729155052977,0.02082805780019182,13.0,,13.0,-13.0,,-13.0,-14.999999999999998,305.2798085384735,52,4.774360446626296e-55,6.4132923429632455e-56,dFF_tetO_8_08022021_T10processedOutput,14.97080821058064,56.202943029887585
0.4726979255867314,0.01386079668699456,,,,,,,8.161565874929556,349.99999999999994,156,4.247300920908511e-72,1.0370029658628118e-72,dFF_tetO_8_07282021_T10processedOutput,12.82406882620111,51.22270275079076
0.027536894945932963,0.019127146771086494,0.0,0.0,0.0,0.0,0.0,0.0,-2.7808881463169063e-05,-27.724401585442703,46,6.633730440219567e-09,6.633730440219567e-09,dFF_tetO_7_08052021_T10processedOutput,0.020209336252451592,4.159535203448768
0.3760208387972581,0.019523694125238807,14.0,14.0,14.0,-15.0,-15.0,-15.0,-5.7293808633690455,258.6974499415274,116,5.130546185150871e-61,1.7607369210941792e-61,dFF_tetO_8_07282021_T10processedOutput,11.972921705535326,38.23319980991563
0.09949935076480702,0.025921596985096693,15.0,13.0,15.0,-13.0,-12.0,-13.0,-12.9999999987,177.44218593371212,115,2.1238358342276262e-12,8.894944969497116e-12,dFF_tetO_7_08052021_T10processedOutput,8.414714527037146,33.69500557791954
0.5316568538978017,0.01922792629036691,14.0,,14.0,-15.0,,-15.0,-8.595564322488826,349.99999999999994,21,2.8973057458073502e-86,1.2601613346148306e-87,dFF_tetO_8_07282021_T10processedOutput,10.85063351395433,81.68896547774405
0.015321427589387536,0.023825024081423302,,0.0,,,0.0,,-0.029503673161449015,-25.433175225653144,231,6.633730440219567e-09,,dFF_tetO_8_07282021_T10processedOutput,7.783636815103342,1.5435853419140162
0.021853378490174862,0.024970172607694914,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999999,-30.23486966980908,85,1.0,1.0,dFF_tetO_8_08022021_T10processedOutput,0.6304772894600167,38.95574497137994
0.07831270926982753,0.02347369197791528,,0.0,,,0.0,,4.0,0.029870461964363465,49,1.0,1.0,dFF_tetO_8_08022021_T10processedOutput,5.0,1.4198263774441933
0.06272897559749552,0.024400543434353064,13.0,13.0,13.0,-12.0,-12.0,-12.0,7.893010307522665,213.99334199794296,272,,0.020127603658887886,dFF_tetO_7_07302021_T10processedOutput,0.9139583372658653,10.368819369788534
0.06945581729041114,0.01742253950622971,6.0,6.0,6.0,-6.0,-6.0,-6.0,-1.3603653466242078,102.0812328654392,158,1.0,1.0,dFF_tetO_9_07302021_T10processedOutput,0.2382497094797581,10.321064678924056
0.10482113040834845,0.025661153026116212,1.0,0.0,1.0,-2.0,0.0,-2.0,-0.9999999999,-2.5611924189687207,177,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,29.999999997,33.724024254968654
0.3830721121018601,0.01635848655034654,12.0,7.0,13.0,-13.0,-8.0,-13.0,7.999999999999999,115.74517367426968,55,1.162539705256823e-64,5.699862987603801e-66,dFF_tetO_9_07272021_T10processedOutput,12.808324692507547,96.10244080901711
0.084925343720585,0.026019191322576886,12.0,,12.0,-12.0,,-12.0,14.9999999985,304.1439557531224,311,1.0,1.0,dFF_tetO_9_07302021_T10processedOutput,25.263129044563886,18.76833004631483
0.043203055661700684,0.017221879118842716,0.0,0.0,0.0,0.0,0.0,0.0,3.5101328172066956e-05,-25.815319014590067,143,,,dFF_tetO_7_08052021_T10processedOutput,0.015681448341798843,3.178989645588824
0.1583063952123272,0.027933152940067128,2.0,,2.0,-3.0,,-3.0,-0.14915153483983426,-49.99999999999999,123,2.686596609317867e-72,1.3985145579663983e-72,dFF_tetO_9_07272021_T10processedOutput,1.1479327580011953,89.13612837474018
0.0435629331529674,0.01228172560259389,14.0,14.0,14.0,-12.0,-12.0,-12.0,6.023821780811187,181.70649856372023,95,,0.013003231182175697,dFF_tetO_7_08052021_T10processedOutput,0.1540155481973555,9.444692152220505
0.025413774519517113,0.022394711859066607,0.0,0.0,0.0,0.0,0.0,0.0,-1.7631633103755735e-05,-25.71228107121988,66,,,dFF_tetO_7_08052021_T10processedOutput,0.026001752018322697,3.0140557461905826
0.129460119795454,0.021896876686320482,13.0,13.0,13.0,-13.0,-13.0,-13.0,-1.4219822448493458,240.80793201268827,97,1.0,1.0,dFF_tetO_9_07272021_T10processedOutput,13.925707896296538,25.103111923692108
0.40740613050570285,0.015525422561059984,13.0,,13.0,-13.0,,-13.0,14.999999999999998,349.99999999999994,36,2.6187943026264734e-33,1.9420194709253238e-33,dFF_tetO_8_08022021_T10processedOutput,24.044338902733106,111.02206220923615
0.4708842749852858,0.01914654724769513,6.0,2.0,6.0,-6.0,-2.0,-6.0,-2.369933511946898,31.265567608483348,161,1.3296182300301604e-56,4.155553969355208e-57,dFF_tetO_9_07302021_T10processedOutput,3.4973025101392214,72.46971805282708
0.1718292789404563,0.02758610440513094,13.0,,13.0,-13.0,,-13.0,6.998267511909733,339.0733736430176,62,0.7553655881991772,0.9043444905750662,dFF_tetO_8_08022021_T10processedOutput,25.827169572081818,145.03983452446647
0.32346863874295184,0.02584560834378267,1.0,0.0,1.0,-1.0,0.0,-2.0,-0.9999999999,-9.434153352309295,239,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,29.999999997,35.58253639770235
0.06654538588389478,0.02098417134209091,11.0,,13.0,-13.0,,-13.0,-0.8784846516865196,349.99999999994697,229,1.0,1.0,dFF_tetO_9_07272021_T10processedOutput,5.739621994660869,57.92116452056809
0.4954517378678954,0.01486506927802979,13.0,,13.0,-13.0,,-13.0,-7.898719795380384,342.4697139272,250,1.4687892357423048e-83,1.2368977597916009e-88,dFF_tetO_9_07272021_T10processedOutput,5.109258233752802,58.25246680454748
0.11121320705196752,0.022019575556558212,12.0,11.0,12.0,-12.0,-11.0,-12.0,4.780024061857631,185.67761906129905,68,1.0,1.0,dFF_tetO_9_07302021_T10processedOutput,29.999999999999964,24.429005449843487
0.044027299466505014,0.02636597520772117,13.0,13.0,13.0,-12.0,-12.0,-12.0,-6.613515756852175,265.25139317395485,290,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,1.2170730557711646,9.549657764749119
0.10531780466035215,0.02377667433085679,13.0,13.0,13.0,-13.0,-13.0,-13.0,-4.1664270280516424,295.2956826379275,129,2.5369014487178867e-18,2.2003347149694345e-18,dFF_tetO_8_08022021_T10processedOutput,7.018723290216441,34.79515515832879
0.5685228108282097,0.021781162618746797,14.0,14.0,14.0,-15.0,-15.0,-15.0,-9.266723803050168,213.85983600402147,29,6.358612368319704e-91,9.375058576567127e-95,dFF_tetO_8_07282021_T10processedOutput,9.52915244055742,90.12457598658878
0.11586602144592414,0.01659650788995368,6.0,4.0,6.0,-5.0,-3.0,-5.0,2.6892916121382404,50.776057406551914,142,8.22716749280719e-08,4.349534076934133e-07,dFF_tetO_7_08052021_T10processedOutput,2.367206530524216,33.42497077814983
0.25599935845865796,0.01732845478809614,0.0,,0.0,0.0,,0.0,0.9999999999999999,-49.99999999999999,45,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,29.999999999999996,60.38741396339617
0.38568598814444754,0.009996231350524892,14.0,14.0,14.0,-15.0,-15.0,-15.0,-6.849043770363783,291.48630772626734,71,1.0189947387985606e-87,4.176043503695321e-92,dFF_tetO_8_07282021_T10processedOutput,5.185602316699908,28.2038013088429
0.06285580265162408,0.02593131769385612,6.0,6.0,7.0,-7.0,-6.0,-7.0,-3.627673590071037,80.74150195815393,195,3.899313695415382e-07,3.871438513607544e-06,dFF_tetO_9_07272021_T10processedOutput,1.0763328715564031,29.61681078708875
0.5622197448373889,0.015063001910152536,13.0,10.0,13.0,-13.0,-10.0,-14.0,-8.235460065841586,139.78781835724834,85,9.097748378104169e-91,1.286128330873463e-94,dFF_tetO_8_07282021_T10processedOutput,6.312773900571986,51.13238413673457
0.17342825533332534,0.027229435099827847,6.0,5.0,6.0,-6.0,-5.0,-6.0,-5.999999999996154,63.70894591983862,189,0.05804217153712917,0.0906356377195938,dFF_tetO_7_07302021_T10processedOutput,5.285936451162757,38.6501207711262
0.36785629104185713,0.017838262289927832,14.0,,14.0,-15.0,,-15.0,4.808238746737744,349.99999999999994,158,1.0816499940648268e-59,1.266298071590221e-60,dFF_tetO_8_07282021_T10processedOutput,9.490948090773628,101.64936530400192
0.36045545903862025,0.01924883048706773,13.0,13.0,13.0,-12.0,-12.0,-12.0,-12.9999999987,261.320477649899,113,6.88596085067264e-59,4.9430972797625406e-60,dFF_tetO_7_07302021_T10processedOutput,12.526924410941644,32.42697272185207
0.7858017152561293,0.00710163581106668,,,,,,,-7.100427273632778,349.99999999999994,141,0.25394738479472445,0.23479331137841755,dFF_tetO_9_07272021_T10processedOutput,29.999999999999996,39.2814941339602
0.2541312736653396,0.020057654846566065,13.0,,13.0,-13.0,,-13.0,14.999999999999998,349.99999999999994,50,9.43504247783011e-44,3.62347436541846e-44,dFF_tetO_8_08022021_T10processedOutput,19.520785705033987,121.22441878498644
0.2986123774816622,0.015567657270233758,12.0,12.0,12.0,-12.0,-12.0,-12.0,6.222597138048741,202.3414320514301,75,1.0549358337707376e-33,2.0190241774968422e-42,dFF_tetO_9_07302021_T10processedOutput,6.280356922088591,66.71244280190183
0.1831982287730965,0.02477654469558834,3.0,1.0,4.0,-4.0,-1.0,-4.0,-1.9999999999999998,11.160328929351381,79,0.34975205462476744,0.3798187743013637,dFF_tetO_8_08022021_T10processedOutput,3.6012316059417464,42.14633400781592
0.4597281690365356,0.010900347551904136,13.0,13.0,13.0,-12.0,-12.0,-12.0,-12.9999999987,300.47130258361256,11,4.247185078783174e-58,1.5081237413902985e-58,dFF_tetO_7_07302021_T10processedOutput,16.331793606065485,20.37599136625111
0.5106899152398459,0.019227939753707003,8.0,3.0,9.0,-8.0,-3.0,-9.0,3.9999999999999996,41.88450957299848,28,2.2383150763464816e-37,1.709517877295919e-37,dFF_tetO_9_07302021_T10processedOutput,8.598929076390673,98.15803913942625
0.2518237302028769,0.011295768679526029,13.0,12.0,13.0,-12.0,-12.0,-12.0,6.5257597346920315,197.1718810498308,219,9.754682331074212e-45,3.1100758704392557e-56,dFF_tetO_7_07302021_T10processedOutput,6.497986575197495,84.98762994288747
0.14297001226911366,0.021208749989315604,12.0,12.0,12.0,-12.0,-12.0,-12.0,-1.2517468666230878,259.01408768008497,177,3.187919676641969e-23,8.641988538009765e-24,dFF_tetO_9_07302021_T10processedOutput,4.300136931421793,31.88584869556286
0.04924723403591936,0.02293890338249712,14.0,14.0,14.0,-15.0,-15.0,-15.0,0.09317525551853212,236.02453851171228,147,0.06251664119552892,0.5295344314016073,dFF_tetO_8_07282021_T10processedOutput,0.5718870012050568,22.52400009972736
0.1040044568201067,0.025455728017922948,13.0,,13.0,-13.0,,-13.0,-4.710577784978721,349.99999999999994,142,7.362260053958195e-29,9.81897720881399e-32,dFF_tetO_9_07272021_T10processedOutput,1.9835334000714826,157.9672345643942
0.049525857539143466,0.025685208785553595,,13.0,,,-13.0,,-8.517632067115045,300.7408138985759,176,8.032894965904889e-32,7.22565477920206e-36,dFF_tetO_9_07272021_T10processedOutput,3.760012616982992,1.0823028341074827
0.0491560158904113,0.022667416650821035,0.0,,0.0,0.0,,0.0,0.9999999999,-49.999999995,320,1.0,1.0,dFF_tetO_9_07302021_T10processedOutput,29.999999997,24.12139451595129
0.053559632940838375,0.023154233118703876,15.0,15.0,15.0,-13.0,-13.0,-13.0,6.946662179118893,289.72377120638953,197,3.0860646218150776e-07,3.08225743111034e-05,dFF_tetO_7_08052021_T10processedOutput,1.9189681707816078,7.3045448840477745
0.042301268127506814,0.028857907621767688,14.0,14.0,14.0,-15.0,-15.0,-15.0,-5.8998555864478455,287.08676621362923,244,1.0,1.0,dFF_tetO_8_07282021_T10processedOutput,0.9090113013983621,9.971014742721543
0.055750011578644426,0.026594570185248526,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999,-12.906765182645794,173,1.0,1.0,dFF_tetO_8_08052021_T11processedOutput,29.999999997,17.39060787964679
0.026055010323439612,0.02350542512244975,2.0,1.0,2.0,-2.0,-1.0,-2.0,1.9999999998,11.845499479877402,184,1.0,1.0,dFF_tetO_8_08052021_T11processedOutput,29.999999997,17.377867913523612
0.10371584564200265,0.023620345305797572,15.0,2.0,15.0,-13.0,-2.0,-13.0,2.9999999999999996,21.338570266248407,40,1.201094425639947e-38,6.383326193477705e-42,dFF_tetO_7_08052021_T10processedOutput,3.0129834402184215,199.99999999999997
0.45711701538313787,0.01808478996281319,9.0,4.0,9.0,-9.0,-4.0,-9.0,4.999999999999999,47.95668012365139,76,9.331011461223633e-65,2.339517657158825e-65,dFF_tetO_8_08022021_T10processedOutput,7.498200960090389,91.38784224273654
0.06913422969999064,0.018707321038586654,13.0,13.0,13.0,-12.0,-12.0,-12.0,-12.9999999987,278.32452644103114,112,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,16.82094511571465,11.33497442524482
0.5560694191717486,0.026260936821686093,13.0,2.0,13.0,-13.0,-2.0,-13.0,2.9999999999999996,30.23218854546994,16,1.1910743046097694e-136,3.621602522025235e-141,dFF_tetO_9_07272021_T10processedOutput,4.161158219308042,199.99999999999997
0.06418875987536281,0.024667131287238943,9.0,6.0,9.0,-9.0,-6.0,-9.0,1.735935734162192,106.67758755229126,187,1.0,1.0,dFF_tetO_9_07302021_T10processedOutput,0.7745935372461266,36.408613941192826
0.06797824259488162,0.011402686850157728,13.0,,13.0,-13.0,,-13.0,-14.932640384668574,302.9018179651662,115,1.404773591433466e-12,8.321210040257144e-12,dFF_tetO_8_08022021_T10processedOutput,5.335845084785982,12.903307026506557
0.10989990511868754,0.024491798271698,13.0,,13.0,-13.0,,-13.0,-10.850257801472498,321.34388737727784,46,0.321150395369724,0.5045601079476141,dFF_tetO_9_07272021_T10processedOutput,29.999999999999996,199.99999999999997
0.3701265989751974,0.017492412387208143,15.0,5.0,15.0,-13.0,-4.0,-13.0,-4.7567504560610985,65.78686492751635,47,0.47086456129667253,0.4781122979021507,dFF_tetO_7_08052021_T10processedOutput,29.999999997,133.12278168033816
0.26289268178010466,0.024343674947532284,,,,,,,-7.230780862076025,349.99999999999994,91,5.524800901789609e-34,4.448279439504631e-34,dFF_tetO_9_07272021_T10processedOutput,12.133073740149277,48.885906717904575
0.055202572876605016,0.021915056680366255,5.0,5.0,5.0,-5.0,-5.0,-5.0,-1.119330210530999,68.79583293237206,288,3.58472077799036e-05,0.00650482298611857,dFF_tetO_9_07302021_T10processedOutput,0.12457455138916722,9.650168751347163
0.27295884016188066,0.00546795647230269,13.0,,13.0,-13.0,,-13.0,10.895698219883899,349.999999965,109,1.6490201870397715e-55,1.323205612495728e-60,dFF_tetO_9_07272021_T10processedOutput,7.919119517880694,84.08609667402156
0.7647255316781094,0.012503025471030342,3.0,0.0,3.0,-3.0,0.0,-3.0,0.9999999999999999,-18.469400863977526,62,2.669559332541735e-30,2.6721648076737726e-30,dFF_tetO_8_07282021_T10processedOutput,5.273129114428595,63.719869593219755
0.378326965525447,0.0149430503077859,0.0,0.0,0.0,0.0,0.0,0.0,-0.5754063284686184,-21.684872046211638,119,0.1300442335825615,0.13114693549173465,dFF_tetO_8_08052021_T11processedOutput,0.880071237380535,23.205486481740977
0.709789260293056,0.018031918051805356,1.0,0.0,1.0,-1.0,0.0,-1.0,0.9999999999999999,-10.212469063637993,3,2.202773998097231e-47,2.1375477402436945e-47,dFF_tetO_9_07302021_T10processedOutput,2.665234635370462,36.9070462719355
0.3900047628580814,0.023241723860386105,13.0,10.0,13.0,-13.0,-9.0,-13.0,-9.999999999999106,142.51394975318576,58,4.2734704274308485e-16,4.4478657662994806e-23,dFF_tetO_8_08022021_T10processedOutput,14.609727362866726,103.99344712779812
0.06152013217265814,0.023330424570017244,11.0,11.0,12.0,-10.0,-9.0,-10.0,-3.423635667980395,134.4731634787848,169,1.0,1.0,dFF_tetO_7_08052021_T10processedOutput,3.4545595076746975,14.361295171216398
0.060033974223198304,0.021345326856118604,10.0,10.0,11.0,-12.0,-12.0,-13.0,3.924223788572129,147.50286503573585,108,0.003961945576589801,0.10293832563708451,dFF_tetO_8_08052021_T11processedOutput,1.0171389010901477,20.204374701071345
0.003354251313367492,0.029749679485659417,,0.0,,,0.0,,-0.19388398301040646,-20.050787126046348,73,6.633730440219567e-09,,dFF_tetO_7_07302021_T10processedOutput,29.657287175407596,1.3927889207092656
0.05051047623455798,0.022161336749490602,13.0,,13.0,-12.0,,-12.0,3.382343817994627,349.99999999999994,242,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,7.02622104313129,105.32040647070426
0.02386596033634083,0.025047732425719966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.57819758078394,84,1.0,1.0,dFF_tetO_8_08052021_T11processedOutput,20.03311545495233,5.251900086386774
0.549002160398709,0.018698781702027035,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999,-13.138524659278213,78,1.0,1.0,dFF_tetO_9_07272021_T10processedOutput,29.999999997,23.01836573159676
0.05491448240397837,0.016663378278825126,15.0,15.0,15.0,-13.0,-13.0,-13.0,0.7099506154267918,270.3385609912081,111,1.0,1.0,dFF_tetO_7_08052021_T10processedOutput,5.706466860559599,9.647155636334423
0.1458172334912407,0.012739927076289546,,,,,,,-8.550355242451023,349.99999999999994,54,8.59517326128899e-22,1.222645008303042e-22,dFF_tetO_8_08052021_T11processedOutput,7.580435490823629,32.48960127819545
-0.03228188059417943,0.02827102846614077,,0.0,,,0.0,,0.0,-4.930843153695455,97,1.0,1.0,dFF_tetO_7_08052021_T10processedOutput,5.0,0.48133949936251097
0.032217459063382185,0.03120185604329157,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999970378,-11.623466576274028,97,1.0,1.0,dFF_tetO_9_07302021_T10processedOutput,0.39916091408638255,13.841644634925604
0.21165218928248503,0.01938403000172564,9.0,3.0,9.0,-10.0,-4.0,-11.0,3.9999999999999996,50.635140636026975,170,2.658492628600567e-11,3.377968868503035e-12,dFF_tetO_9_07272021_T10processedOutput,7.066081459947838,107.50390532044915
0.48416473814065975,0.018128657570544736,2.0,1.0,3.0,-2.0,-1.0,-3.0,1.9999999998,10.955640281817091,182,1.0,1.0,dFF_tetO_7_07302021_T10processedOutput,29.999999997,33.74034789137232
0.09014088359326433,0.025167899631001446,13.0,13.0,13.0,-12.0,-12.0,-12.0,-3.7232999619245315,295.2619377831655,264,1.4043343707009102e-18,7.763067701925571e-18,dFF_tetO_7_07302021_T10processedOutput,4.800561286721458,17.113607761145136
